0.899843863,0.447546200,0.121167042
0.883290227,0.498213985,0.119980444
0.866616428,0.545339535,0.120208824
0.850187909,0.588413350,0.121646102
0.834316641,0.627274155,0.124146640
0.819251589,0.662009103,0.127609650
0.805177357,0.692861934,0.131968212
0.792218570,0.720160276,0.137181550
0.780447519,0.744264002,0.143229462
0.769893207,0.765531784,0.150108256
0.760550313,0.784301599,0.157827573
0.752387493,0.800880760,0.166407967
0.745354539,0.815542162,0.175878838
0.739388155,0.828524376,0.186276477
0.734416585,0.840033730,0.197642205
0.730363260,0.850247312,0.210020459
0.727149391,0.859316411,0.223456599
0.724695929,0.867369839,0.237994509
0.722924935,0.874517017,0.253673880
0.721760518,0.880850711,0.270527161
0.721129441,0.886449417,0.288576207
0.720961496,0.891379386,0.307828708
0.721189694,0.895696328,0.328274522
0.721750309,0.899446835,0.349882164
0.722583000,0.902669488,0.372595490
0.723630514,0.905395910,0.396331449
0.724838666,0.907651442,0.420978670
0.726156373,0.909455744,0.446397042
0.727535292,0.910823317,0.472419646
0.728929701,0.911763800,0.498856092
0.730296520,0.912282307,0.525497159
0.731595021,0.912379605,0.552121711
0.732786659,0.912052200,0.578504416
0.733835114,0.911292562,0.604423612
0.734706085,0.910089182,0.629669657
0.735367082,0.908426520,0.654052319
0.735787665,0.906285469,0.677406500
0.735938970,0.903643075,0.699596879
0.735793937,0.900473063,0.720519957
0.735327295,0.896746180,0.740104780
0.734515179,0.892430215,0.758311291
0.733335829,0.887491376,0.775128312
0.731768651,0.881893987,0.790568981
0.729795363,0.875602643,0.804667764
0.727398955,0.868582215,0.817474794
0.724564684,0.860800167,0.829052768
0.721279540,0.852227476,0.839472263
0.717532590,0.842840641,0.848808592
0.713315262,0.832623473,0.857139286
0.708620915,0.821568728,0.864540943
0.703445828,0.809680040,0.871088826
0.697788305,0.796973274,0.876854064
0.691649840,0.783477636,0.881904396
0.685034343,0.769236543,0.886302343
0.677948913,0.754307464,0.890105990
0.670403510,0.738761622,0.893368374
0.662411192,0.722682831,0.896137856
0.653988178,0.706165421,0.898458454
0.645153743,0.689312183,0.900369973
0.635930204,0.672231807,0.901908393
0.626342871,0.655035448,0.903106327
0.616419848,0.637834092,0.903993272
0.606191888,0.620735892,0.904595965
0.595692124,0.603843057,0.904938747
0.584955778,0.587250019,0.905043805
0.574019892,0.571042001,0.904931457
0.562922879,0.555293345,0.904620379
0.551704136,0.540067117,0.904127784
0.540403712,0.525415199,0.903469641
0.529061756,0.511378104,0.902660778
0.517718083,0.497985675,0.901714991
0.506411865,0.485258147,0.900645215
0.495181082,0.473206805,0.899463534
0.484062120,0.461835095,0.898181243
0.473089563,0.451139925,0.896808967
0.462295763,0.441112525,0.895356646
0.451710536,0.431739464,0.893833537
0.441361110,0.423003726,0.892248326
0.431271864,0.414885420,0.890609082
0.421464232,0.407362537,0.888923278
0.411956714,0.400411602,0.887197830
0.402764848,0.394008188,0.885439094
0.393901280,0.388127364,0.883652882
0.385375870,0.382744049,0.881844482
0.377195813,0.377833302,0.880018673
0.369365808,0.373370538,0.878179742
0.361888237,0.369331706,0.876331503
0.354763361,0.365693409,0.874477322
0.347989528,0.362432990,0.872620136
0.341563384,0.359528592,0.870762485
0.335480048,0.356959212,0.868906512
0.329733380,0.354704669,0.867054035
0.324316111,0.352745645,0.865206535
0.319220032,0.351063687,0.863365182
0.314436201,0.349641135,0.861530896
0.309955058,0.348461144,0.859704337
0.305766570,0.347507669,0.857885941
0.301860378,0.346765379,0.856075958
0.298225886,0.346219676,0.854274458
0.294852361,0.345856673,0.852481358
0.291729031,0.345663114,0.850696449
0.288845142,0.345626392,0.848919408
0.286190025,0.345734508,0.847149820
0.283753150,0.345976047,0.845387192
0.281524164,0.346340149,0.843630971
0.279492927,0.346816490,0.841880557
0.277649542,0.347395264,0.840135312
0.275984371,0.348067163,0.838394577
0.274488057,0.348823357,0.836657674
0.273151533,0.349655478,0.834923923
0.271966029,0.350555601,0.833192642
0.270923079,0.351516232,0.831463160
0.270014520,0.352530294,0.829734815
0.269232497,0.353591109,0.828006964
0.268569455,0.354692392,0.826278987
0.268018140,0.355828230,0.824550285
0.267571595,0.356993074,0.822820288
0.267223147,0.358181722,0.821088450
0.266966409,0.359389306,0.819354256
0.266795294,0.360611332,0.817617229
0.266703926,0.361843517,0.815876904
0.266686775,0.363082009,0.814132867
0.266738473,0.364323114,0.812384716
0.266853995,0.365563546,0.810632095
0.267028467,0.366800169,0.808874661
0.267257328,0.368030203,0.807112114
0.267536176,0.369251032,0.805344168
0.267860876,0.370460329,0.803570573
0.268227474,0.371655957,0.801791098
0.268632231,0.372835999,0.800005538
0.269071612,0.373998747,0.798213710
0.269542245,0.375142655,0.796415452
0.270040984,0.376266396,0.794610625
0.270564804,0.377368761,0.792799103
0.271110915,0.378448753,0.790980785
0.271676608,0.379505459,0.789155578
0.272259435,0.380538183,0.787323414
0.272857019,0.381546298,0.785484235
0.273467121,0.382529293,0.783637991
0.274087731,0.383486831,0.781784656
0.274716867,0.384418608,0.779924206
0.275352727,0.385324447,0.778056630
0.275993662,0.386204280,0.776181934
0.276638052,0.387058066,0.774300120
0.277284474,0.387885886,0.772411211
0.277931587,0.388687875,0.770515233
0.278578102,0.389464201,0.768612215
0.279222912,0.390215132,0.766702201
0.279864945,0.390940954,0.764785236
0.280503212,0.391641998,0.762861370
0.281136862,0.392318656,0.760930663
0.281765060,0.392971328,0.758993175
0.282387077,0.393600459,0.757048974
0.283002274,0.394206522,0.755098131
0.283610025,0.394789998,0.753140719
0.284209819,0.395351401,0.751176818
0.284801187,0.395891254,0.749206510
0.285383693,0.396410090,0.747229880
0.285956997,0.396908459,0.745247014
0.286520775,0.397386910,0.743258005
0.287074750,0.397846003,0.741262945
0.287618722,0.398286296,0.739261930
0.288152500,0.398708350,0.737255057
0.288675917,0.399112727,0.735242426
0.289188885,0.399499979,0.733224139
0.289691326,0.399870659,0.731200299
0.290183174,0.400225319,0.729171012
0.290664417,0.400564495,0.727136384
0.291135069,0.400888718,0.725096525
0.291595145,0.401198516,0.723051542
0.292044694,0.401494405,0.721001547
0.292483796,0.401776883,0.718946654
0.292912532,0.402046447,0.716886973
0.293330999,0.402303587,0.714822621
0.293739322,0.402548766,0.712753712
0.294137632,0.402782444,0.710680362
0.294526063,0.403005076,0.708602689
0.294904774,0.403217093,0.706520810
0.295273926,0.403418915,0.704434843
0.295633686,0.403610959,0.702344908
0.295984230,0.403793622,0.700251124
0.296325742,0.403967285,0.698153611
0.296658407,0.404132324,0.696052490
0.296982416,0.404289106,0.693947881
0.297297964,0.404437971,0.691839906
0.297605246,0.404579257,0.689728687
0.297904460,0.404713295,0.687614345
0.298195807,0.404840394,0.685497001
0.298479485,0.404960852,0.683376779
0.298755694,0.405074965,0.681253799
0.299024633,0.405183012,0.679128184
0.299286501,0.405285258,0.677000056
0.299541494,0.405381964,0.674869537
0.299789806,0.405473376,0.672736749
0.300031632,0.405559733,0.670601813
0.300267162,0.405641263,0.668464851
0.300496582,0.405718182,0.666325984
0.300720080,0.405790705,0.664185332
0.300937835,0.405859027,0.662043017
0.301150027,0.405923343,0.659899159
0.301356832,0.405983837,0.657753877
0.301558420,0.406040684,0.655607291
0.301754960,0.406094054,0.653459519
0.301946615,0.406144105,0.651310681
0.302133547,0.406190993,0.649160893
0.302315911,0.406234863,0.647010274
0.302493860,0.406275855,0.644858939
0.302667543,0.406314104,0.642707006
0.302837104,0.406349737,0.640554589
0.303002684,0.406382876,0.638401804
0.303164419,0.406413636,0.636248764
0.303322442,0.406442128,0.634095583
0.303476882,0.406468458,0.631942373
0.303627863,0.406492725,0.629789247
0.303775507,0.406515026,0.627636315
0.303919931,0.406535451,0.625483688
0.304061247,0.406554087,0.623331475
0.304199566,0.406571018,0.621179786
0.304334994,0.406586320,0.619028728
0.304467634,0.406600070,0.616878407
0.304597584,0.406612337,0.614728931
0.304724940,0.406623190,0.612580403
0.304849795,0.406632693,0.610432930
0.304972237,0.406640906,0.608286613
0.305092352,0.406647889,0.606141555
0.305210224,0.406653696,0.603997859
0.305325931,0.406658380,0.601855624
0.305439551,0.406661990,0.599714951
0.305551158,0.406664574,0.597575937
0.305660822,0.406666177,0.595438680
0.305768614,0.406666842,0.593303278
0.305874597,0.406666609,0.591169826
0.305978834,0.406665516,0.589038418
0.306081390,0.406663601,0.586909149
0.306182320,0.406660898,0.584782111
0.306281680,0.406657440,0.582657395
0.306379526,0.406653259,0.580535093
0.306475909,0.406648384,0.578415294
0.306570878,0.406642842,0.576298086
0.306664482,0.406636662,0.574183558
0.306756766,0.406629869,0.572071795
0.306847775,0.406622487,0.569962883
0.306937549,0.406614537,0.567856907
0.307026131,0.406606043,0.565753950
0.307113559,0.406597025,0.563654094
0.307199869,0.406587503,0.561557420
0.307285098,0.406577493,0.559464010
0.307369280,0.406567016,0.557373941
0.307452447,0.406556087,0.555287293
0.307534630,0.406544722,0.553204142
0.307615860,0.406532935,0.551124564
0.307696166,0.406520742,0.549048635
0.307775575,0.406508155,0.546976428
0.307854112,0.406495187,0.544908015
0.307931805,0.406481852,0.542843470
0.308008677,0.406468158,0.540782862
0.308084750,0.406454119,0.538726261
0.308160047,0.406439743,0.536673737
0.308234589,0.406425041,0.534625356
0.308308397,0.406410021,0.532581185
0.308381489,0.406394693,0.530541289
0.308453885,0.406379065,0.528505734
0.308525602,0.406363145,0.526474582
0.308596656,0.406346939,0.524447896
0.308667065,0.406330454,0.522425738
0.308736844,0.406313698,0.520408167
0.308806007,0.406296676,0.518395243
0.308874569,0.406279394,0.516387024
0.308942542,0.406261858,0.514383567
0.309009941,0.406244073,0.512384929
0.309076778,0.406226042,0.510391165
0.309143063,0.406207772,0.508402329
0.309208810,0.406189266,0.506418474
0.309274027,0.406170528,0.504439653
0.309338726,0.406151562,0.502465916
0.309402917,0.406132371,0.500497313
0.309466608,0.406112958,0.498533895
0.309529809,0.406093326,0.496575709
0.309592529,0.406073478,0.494622802
0.309654775,0.406053417,0.492675221
0.309716554,0.406033144,0.490733011
0.309777876,0.406012663,0.488796216
0.309838746,0.405991973,0.486864880
0.309899171,0.405971078,0.484939045
0.309959158,0.405949979,0.483018753
0.310018713,0.405928678,0.481104043
0.310077842,0.405907174,0.479194956
0.310136549,0.405885470,0.477291530
0.310194841,0.405863566,0.475393803
0.310252722,0.405841462,0.473501812
0.310310197,0.405819160,0.471615593
0.310367270,0.405796660,0.469735180
0.310423946,0.405773961,0.467860608
0.310480229,0.405751064,0.465991910
0.310536122,0.405727969,0.464129118
0.310591630,0.405704676,0.462272263
0.310646754,0.405681184,0.460421377
0.310701499,0.405657493,0.458576489
0.310755868,0.405633602,0.456737628
0.310809863,0.405609511,0.454904821
0.310863486,0.405585218,0.453078096
0.310916741,0.405560722,0.451257479
0.310969630,0.405536023,0.449442996
0.311022155,0.405511120,0.447634671
0.311074317,0.405486010,0.445832528
0.311126118,0.405460692,0.444036590
0.311177561,0.405435165,0.442246879
0.311228647,0.405409428,0.440463418
0.311279376,0.405383477,0.438686225
0.311329750,0.405357312,0.436915322
0.311379771,0.405330930,0.435150727
0.311429439,0.405304329,0.433392459
0.311478755,0.405277507,0.431640535
0.311527720,0.405250461,0.429894972
0.311576334,0.405223188,0.428155787
0.311624598,0.405195687,0.426422993
0.311672513,0.405167954,0.424696607
