EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER
481175,TRAVIS CO.,WEST LAKE HILLS,10/13/2013,111,Flash Flood, , ,0,0,0,0,TX,CST-6, ,79596,C,453,EWX,0,0,Mesonet,Heavy Rain, , ,2,ENE,3,NNW,AUSTIN MABRY,30.29,-97.77,30.36,-97.79,378
481353,TRAVIS CO.,BEECAVES,10/13/2013,400,Flash Flood, , ,0,0,0,0,TX,CST-6, ,79596,C,453,EWX,0,0,Law Enforcement,Heavy Rain, , ,2,E,2,SE,BEECAVES,30.3,-97.91,30.28,-97.93,379
481159,TRAVIS CO.,WEST LAKE HILLS,10/13/2013,531,Flash Flood, , ,1,0,2000000,0,TX,CST-6, ,79596,C,453,EWX,0,0,Fire Department/Rescue,Heavy Rain, , ,2,E,0,N,WEST LAKE HILLS,30.28,-97.77,30.29,-97.8,380
481042,TRAVIS CO.,THREE PT,10/30/2013,2206,Flash Flood, , ,0,0,0,0,TX,CST-6, ,79593,C,453,EWX,0,0,Newspaper,Heavy Rain, , ,1,N,1,NW,THREE PT,30.47,-97.65,30.46,-97.66,381
481356,TRAVIS CO.,PFLUGERVILLE,10/30/2013,2315,Flash Flood, , ,0,0,0,0,TX,CST-6, ,79593,C,453,EWX,0,0,Law Enforcement,Heavy Rain, , ,0,N,2,W,THREE PT,30.43,-97.62,30.45,-97.68,382
481489,TRAVIS CO.,OAK HILL,10/31/2013,200,Flash Flood, , ,4,0,100000000,0,TX,CST-6, ,79593,C,453,EWX,0,0,NWS Storm Survey,Heavy Rain, , ,2,S,4,WNW,MANCHACA,30.2,-97.85,30.15,-97.91,383
483204,TRAVIS CO.,WATERS ROCK,11/22/2013,200,Flash Flood, , ,0,0,0,0,TX,CST-6, ,80653,C,453,EWX,0,0,Department of Highways,Heavy Rain, , ,2,SW,0,SW,WATERS ROCK,30.4,-97.73,30.42,-97.7,384
484675,TRAVIS CO.,FISKVILLE,11/22/2013,1130,Flash Flood, , ,1,0,0,0,TX,CST-6, ,80653,C,453,EWX,0,0,Law Enforcement,Heavy Rain, , ,0,ENE,1,E,FISKVILLE,30.35,-97.69,30.35,-97.69,385
483990,TRAVIS (ZONE), ,12/5/2013,2136,Winter Weather, , ,0,0,0,0,TX,CST-6, ,80836,Z,192,EWX,0,0,Law Enforcement, , , , , , , , , , , , ,386
483852,TRAVIS (ZONE), ,12/7/2013,1842,Winter Weather, , ,0,0,0,0,TX,CST-6, ,80823,Z,192,EWX,0,0,Emergency Manager, , , , , , , , , , , , ,387
495802,TRAVIS (ZONE), ,1/23/2014,1600,Winter Weather, , ,0,0,0,0,TX,CST-6, ,82402,Z,192,EWX,0,0,Broadcast Media, , , , , , , , , , , , ,388
495819,TRAVIS (ZONE), ,1/27/2014,2124,Winter Weather, , ,0,0,0,0,TX,CST-6, ,82409,Z,192,EWX,0,0,Broadcast Media, , , , , , , , , , , , ,389
503005,TRAVIS (ZONE), ,3/4/2014,40,Winter Weather, , ,0,0,0,0,TX,CST-6, ,83310,Z,192,EWX,0,0,Emergency Manager, , , , , , , , , , , , ,390
502630,TRAVIS CO.,MC NEIL,3/28/2014,1530,Hail,1, ,0,0,0,0,TX,CST-6, ,83309,C,453,EWX,0,0,COOP Observer, , , ,4,SW, , , ,30.41,-97.77, , ,391
502624,TRAVIS CO.,FISKVILLE,3/28/2014,1530,Hail,1, ,0,0,0,0,TX,CST-6, ,83309,C,453,EWX,0,0,Trained Spotter, , , ,3,WNW, , , ,30.37,-97.74, , ,392
502627,TRAVIS CO.,WATERS ROCK,3/28/2014,1533,Hail,0.75, ,0,0,0,0,TX,CST-6, ,83309,C,453,EWX,0,0,Public, , , ,3,WSW, , , ,30.41,-97.75, , ,393
502626,TRAVIS CO.,WATERS ROCK,3/28/2014,1533,Hail,1, ,0,0,0,0,TX,CST-6, ,83309,C,453,EWX,0,0,Trained Spotter, , , ,4,SW, , , ,30.39,-97.75, , ,394
502628,TRAVIS CO.,NORTH OAKS,3/28/2014,1534,Hail,0.75, ,0,0,0,0,TX,CST-6, ,83309,C,453,EWX,0,0,Trained Spotter, , , ,1,SE, , , ,30.37,-97.67, , ,395
502629,TRAVIS CO.,AUSTIN MABRY,3/28/2014,1535,Hail,1, ,0,0,0,0,TX,CST-6, ,83309,C,453,EWX,0,0,Public, , , ,3,NW, , , ,30.35,-97.8, , ,396
502631,TRAVIS CO.,FISKVILLE,3/28/2014,1538,Hail,1, ,0,0,0,0,TX,CST-6, ,83309,C,453,EWX,0,0,Public, , , ,3,WNW, , , ,30.37,-97.74, , ,397
502632,TRAVIS CO.,NORTH OAKS,3/28/2014,1540,Hail,0.75, ,0,0,0,0,TX,CST-6, ,83309,C,453,EWX,0,0,Trained Spotter, , , ,1,W, , , ,30.38,-97.69, , ,398
502633,TRAVIS CO.,FISKVILLE,3/28/2014,1542,Hail,1.75, ,0,0,0,0,TX,CST-6, ,83309,C,453,EWX,0,0,Storm Chaser, , , ,1,S, , , ,30.34,-97.7, , ,399
502634,TRAVIS CO.,FISKVILLE,3/28/2014,1544,Hail,1.75, ,0,0,0,0,TX,CST-6, ,83309,C,453,EWX,0,0,Trained Spotter, , , ,1,N, , , ,30.36,-97.7, , ,400
502637,TRAVIS CO.,NORTH OAKS,3/28/2014,1545,Hail,1, ,0,0,0,0,TX,CST-6, ,83309,C,453,EWX,0,0,Trained Spotter, , , ,1,E, , , ,30.38,-97.67, , ,401
502635,TRAVIS CO.,FISKVILLE,3/28/2014,1545,Hail,1, ,0,0,0,0,TX,CST-6, ,83309,C,453,EWX,0,0,Trained Spotter, , , ,2,ESE, , , ,30.34,-97.67, , ,402
502636,TRAVIS CO.,SPRINKLE,3/28/2014,1545,Hail,1.75, ,0,0,0,0,TX,CST-6, ,83309,C,453,EWX,0,0,Trained Spotter, , , ,2,E, , , ,30.35,-97.59, , ,403
502638,TRAVIS CO.,FISKVILLE,3/28/2014,1552,Hail,1, ,0,0,0,0,TX,CST-6, ,83309,C,453,EWX,0,0,Trained Spotter, , , ,2,SE, , , ,30.33,-97.67, , ,404
507779,TRAVIS CO.,OAK HILL,4/7/2014,1815,Hail,0.88, ,0,0,0,0,TX,CST-6, ,84113,C,453,EWX,0,0,Trained Spotter, , , ,2,SSW, , , ,30.2,-97.87, , ,405
507781,TRAVIS CO.,AUSTIN,4/7/2014,1835,Thunderstorm Wind,48, ,0,0,2000,0,TX,CST-6,EG,84113,C,453,EWX,0,0,Broadcast Media, , , ,1,NNE, , , ,30.29,-97.73, , ,406
508059,TRAVIS CO.,PLEASANT HILL,4/14/2014,944,Hail,1, ,0,0,0,0,TX,CST-6, ,83522,C,453,EWX,0,0,Public, , , ,2,W, , , ,30.2,-97.81, , ,407
508060,TRAVIS CO.,DEL VALLE,4/14/2014,950,Hail,0.75, ,0,0,0,0,TX,CST-6, ,83522,C,453,EWX,0,0,Trained Spotter, , , ,2,NNW, , , ,30.24,-97.68, , ,408
508061,TRAVIS CO.,AUSTIN MABRY,4/14/2014,951,Hail,1.75, ,0,0,0,0,TX,CST-6, ,83522,C,453,EWX,0,0,Public, , , ,1,ESE, , , ,30.31,-97.75, , ,409
508062,TRAVIS CO.,DEL VALLE,4/14/2014,954,Hail,1, ,0,0,0,0,TX,CST-6, ,83522,C,453,EWX,0,0,Trained Spotter, , , ,2,NNW, , , ,30.24,-97.68, , ,410
508064,TRAVIS CO.,PLEASANT HILL,4/14/2014,958,Hail,1, ,0,0,0,0,TX,CST-6, ,83522,C,453,EWX,0,0,Public, , , ,0,N, , , ,30.2,-97.78, , ,411
508065,TRAVIS CO.,DEL VALLE,4/14/2014,1000,Hail,1.25, ,0,0,0,0,TX,CST-6, ,83522,C,453,EWX,0,0,Storm Chaser, , , ,0,N, , , ,30.22,-97.67, , ,412
508066,TRAVIS CO.,GARFIELD,4/14/2014,1005,Hail,1.25, ,0,0,0,0,TX,CST-6, ,83522,C,453,EWX,0,0,Public, , , ,1,NE, , , ,30.19,-97.56, , ,413
509250,TRAVIS CO.,ELROY,4/27/2014,1718,Hail,1.25, ,0,0,1000,0,TX,CST-6, ,84350,C,453,EWX,0,0,Trained Spotter, , , ,3,ENE, , , ,30.14,-97.59, , ,414
516041,TRAVIS CO.,ELROY,5/12/2014,2141,Flash Flood, , ,0,0,0,0,TX,CST-6, ,85420,C,453,EWX,0,0,Department of Highways,Heavy Rain, , ,2,WSW,0,ESE,CREEDMOOR,30.1,-97.66,30.08,-97.72,415
519659,TRAVIS CO.,NORTH OAKS,5/26/2014,1100,Thunderstorm Wind,35, ,0,0,1000,0,TX,CST-6,EG,85693,C,453,EWX,0,0,Law Enforcement, , , ,1,WNW, , , ,30.39,-97.7, , ,416
518330,TRAVIS CO.,CREEDMOOR,5/27/2014,700,Flash Flood, , ,0,0,0,0,TX,CST-6, ,85702,C,453,EWX,0,0,Department of Highways,Heavy Rain, , ,2,SE,3,SSW,LITTIG,30.06,-97.7,30.28,-97.46,417
518299,TRAVIS CO.,AUSTIN LAKEWAY ARPT,5/27/2014,1856,Hail,1, ,0,0,0,0,TX,CST-6, ,85702,C,453,EWX,0,0,Public, , , ,2,NNW, , , ,30.37,-98.01, , ,418
518301,TRAVIS CO.,AUSTIN LAKEWAY ARPT,5/27/2014,1902,Hail,1, ,0,0,0,0,TX,CST-6, ,85702,C,453,EWX,0,0,Trained Spotter, , , ,3,ENE, , , ,30.36,-97.95, , ,419
518303,TRAVIS CO.,OAK HILL,5/27/2014,1915,Hail,0.88, ,0,0,0,0,TX,CST-6, ,85702,C,453,EWX,0,0,Fire Department/Rescue, , , ,3,W, , , ,30.23,-97.9, , ,420
518302,TRAVIS CO.,CEDAR VLY,5/27/2014,1915,Hail,1.5, ,0,0,0,0,TX,CST-6, ,85702,C,453,EWX,0,0,Amateur Radio, , , ,1,N, , , ,30.23,-97.95, , ,421
518306,TRAVIS CO.,OAK HILL,5/27/2014,1916,Hail,0.75, ,0,0,0,0,TX,CST-6, ,85702,C,453,EWX,0,0,Public, , , ,2,SW, , , ,30.21,-97.87, , ,422
518305,TRAVIS CO.,BEECAVES,5/27/2014,1917,Hail,1, ,0,0,0,0,TX,CST-6, ,85702,C,453,EWX,0,0,Public, , , ,3,SE, , , ,30.27,-97.91, , ,423
518307,TRAVIS CO.,OAK HILL,5/27/2014,1919,Hail,1.75, ,0,0,0,0,TX,CST-6, ,85702,C,453,EWX,0,0,Trained Spotter, , , ,3,W, , , ,30.23,-97.9, , ,424
518308,TRAVIS CO.,OAK HILL,5/27/2014,1926,Hail,1.5, ,0,0,0,0,TX,CST-6, ,85702,C,453,EWX,0,0,Public, , , ,2,WSW, , , ,30.22,-97.88, , ,425
518310,TRAVIS CO.,MANCHACA,5/27/2014,1935,Hail,2, ,0,0,0,0,TX,CST-6, ,85702,C,453,EWX,0,0,Public, , , ,1,N, , , ,30.15,-97.85, , ,426
529433,TRAVIS CO.,AUSTIN LAKEWAY ARPT,6/12/2014,2045,Thunderstorm Wind,70, ,0,0,5000,0,TX,CST-6,EG,86211,C,453,EWX,0,0,CoCoRaHS, , , ,3,W, , , ,30.35,-98.05, , ,427
529437,TRAVIS CO.,CEDAR VLY,6/12/2014,2100,Thunderstorm Wind,52, ,0,0,0,0,TX,CST-6,EG,86211,C,453,EWX,0,0,Public, , , ,0,N, , , ,30.22,-97.95, , ,428
529438,TRAVIS CO.,AUSTIN LAKEWAY ARPT,6/12/2014,2105,Thunderstorm Wind,74, ,0,0,200000,0,TX,CST-6,EG,86211,C,453,EWX,0,0,Fire Department/Rescue, , , ,2,NE, , , ,30.37,-97.98, , ,429
529440,TRAVIS CO.,OAK HILL,6/12/2014,2120,Thunderstorm Wind,52, ,0,0,0,0,TX,CST-6,EG,86211,C,453,EWX,0,0,CoCoRaHS, , , ,2,SW, , , ,30.21,-97.88, , ,430
529448,TRAVIS CO.,MANCHACA,6/12/2014,2145,Thunderstorm Wind,52, ,0,0,0,0,TX,CST-6,EG,86211,C,453,EWX,0,0,CoCoRaHS, , , ,2,ENE, , , ,30.14,-97.82, , ,431
536838,TRAVIS CO.,MC NEIL,7/17/2014,2228,Flash Flood, , ,0,0,0,0,TX,CST-6, ,86269,C,453,EWX,0,0,Broadcast Media,Heavy Rain, , ,5,WNW,1,WSW,PFLUGERVILLE,30.46,-97.79,30.42,-97.64,432
536847,TRAVIS CO.,MC NEIL,7/18/2014,219,Flash Flood, , ,0,0,0,0,TX,CST-6, ,86269,C,453,EWX,0,0,Broadcast Media,Heavy Rain, , ,5,WNW,5,NNE,FOUR PTS,30.46,-97.8,30.46,-97.81,433
538878,TRAVIS CO., ,8/26/2014,1535,Thunderstorm Wind,54, ,0,0,0,0,TX,CST-6,EG,89478,C,453,EWX,0,0,AWOS, , , , , , , , , , , , ,434
538882,TRAVIS CO., ,8/26/2014,1540,Lightning, , ,0,3,0,0,TX,CST-6, ,89478,C,453,EWX,0,0,Broadcast Media, , , , , , , , , , , , ,435
