EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER
155627,TRAVIS CO.,MC NEIL,3/25/2009,1700,Hail,2, ,0,0,10000,0,TX,CST-6, ,26123,C,453,EWX,0,0,CoCoRaHS, , , ,3,SW,5,NNW,THREE PT,30.42,-97.76,30.52,-97.67,259
164572,TRAVIS (ZONE), ,4/2/2009,1029,Strong Wind,45, ,0,0,10000,0,TX,CST-6,EG,28046,Z,192,EWX,0,0,Emergency Manager, , , , , , , , , , , , ,260
166918,TRAVIS (ZONE), ,4/2/2009,1307,Strong Wind,45, ,0,0,10000,0,TX,CST-6,EG,28046,Z,192,EWX,0,0,Emergency Manager, , , , , , , , , , , , ,261
166919,TRAVIS (ZONE), ,4/2/2009,1337,Strong Wind,40, ,0,0,10000,0,TX,CST-6,EG,28046,Z,192,EWX,0,0,Emergency Manager, , , , , , , , , , , , ,262
166922,TRAVIS (ZONE), ,4/2/2009,1355,Strong Wind,39, ,0,0,10000,0,TX,CST-6,EG,28046,Z,192,EWX,0,0,Trained Spotter, , , , , , , , , , , , ,263
166924,TRAVIS (ZONE), ,4/2/2009,1417,Strong Wind,40, ,0,0,10000,0,TX,CST-6,EG,28046,Z,192,EWX,0,0,Emergency Manager, , , , , , , , , , , , ,264
166925,TRAVIS (ZONE), ,4/2/2009,1440,Strong Wind,45, ,0,0,100000,0,TX,CST-6,EG,28046,Z,192,EWX,0,0,Utility Company, , , , , , , , , , , , ,265
163649,TRAVIS CO.,DODD CITY,6/3/2009,100,Lightning, , ,0,0,10000,0,TX,CST-6, ,27894,C,453,EWX,0,0,Broadcast Media, , , ,2,W, , , ,30.43,-97.94, , ,266
171644,TRAVIS CO.,CEDAR VLY,6/11/2009,1915,Heavy Rain, , ,0,0,0,0,TX,CST-6, ,29238,C,453,EWX,0,0,Amateur Radio, , , ,3,ESE, , , ,30.2,-97.91, , ,267
171637,TRAVIS CO.,MC NEIL,6/11/2009,1940,Hail,1, ,0,0,0,0,TX,CST-6, ,29238,C,453,EWX,0,0,Trained Spotter, , , ,2,W, , , ,30.45,-97.75, , ,268
171881,TRAVIS CO.,MARSHALL FORD,6/11/2009,1945,Hail,0.75, ,0,0,0,0,TX,CST-6, ,29238,C,453,EWX,0,0,Broadcast Media, , , ,1,ESE, , , ,30.37,-97.86, , ,269
171640,TRAVIS CO.,MARSHALL FORD,6/11/2009,1949,Hail,0.75, ,0,0,0,0,TX,CST-6, ,29238,C,453,EWX,0,0,Public, , , ,1,ESE,3,WSW,WATERS ROCK,30.37,-97.86,30.4,-97.75,270
171883,TRAVIS CO.,RICHLAND,6/11/2009,2007,Hail,0.88, ,0,0,0,0,TX,CST-6, ,29238,C,453,EWX,0,0,Public, , , ,3,WNW, , , ,30.44,-97.57, , ,271
171641,TRAVIS CO.,PFLUGERVILLE,6/11/2009,2007,Hail,1.75, ,0,0,0,0,TX,CST-6, ,29238,C,453,EWX,0,0,Trained Spotter, , , ,1,N,0,WNW,AUSTIN BIRDSNEST ARP,30.44,-97.62,30.4,-97.57,272
171889,TRAVIS CO.,PFLUGERVILLE,6/11/2009,2022,Hail,1.75, ,0,0,0,0,TX,CST-6, ,29238,C,453,EWX,0,0,Trained Spotter, , , ,1,N, , , ,30.44,-97.62, , ,273
171647,TRAVIS CO.,WEST LAKE HILLS,6/11/2009,2025,Hail,1.75, ,0,0,0,0,TX,CST-6, ,29238,C,453,EWX,0,0,Fire Department/Rescue, , , ,2,NNW, , , ,30.3,-97.81, , ,274
171649,TRAVIS CO.,AUSTIN MABRY,6/11/2009,2040,Flash Flood, , ,0,0,0,0,TX,CST-6, ,29238,C,453,EWX,0,0,Public,Heavy Rain, , ,3,NNW,3,NNW,AUSTIN MABRY,30.36,-97.79,30.36,-97.79,275
171671,TRAVIS CO.,AUSTIN,6/11/2009,2100,Flash Flood, , ,0,0,2000000,0,TX,CST-6, ,29238,C,453,EWX,0,0,Emergency Manager,Heavy Rain, , ,0,NE,0,ENE,AUSTIN,30.27,-97.74,30.27,-97.73,276
173720,TRAVIS CO.,VINSON,6/30/2009,800,Lightning, , ,0,0,100000,0,TX,CST-6, ,29631,C,453,EWX,0,0,Broadcast Media, , , ,1,NNW, , , ,30.24,-97.79, , ,277
173721,TRAVIS CO.,PLEASANT HILL,6/30/2009,815,Lightning, , ,0,0,150000,0,TX,CST-6, ,29631,C,453,EWX,0,0,Broadcast Media, , , ,2,ESE, , , ,30.19,-97.75, , ,278
188841,TRAVIS CO.,AUSTIN,8/12/2009,1455,Thunderstorm Wind,50, ,0,0,2000,0,TX,CST-6,EG,32243,C,453,EWX,0,0,Emergency Manager, , , ,1,NW, , , ,30.28,-97.75, , ,279
189424,TRAVIS CO.,THREE PT,8/26/2009,1932,Thunderstorm Wind,52, ,0,0,2000,0,TX,CST-6,EG,32346,C,453,EWX,0,0,COOP Observer, , , ,5,NE, , , ,30.5,-97.59, , ,280
190279,TRAVIS CO.,MARSHALL FORD,8/27/2009,1640,Thunderstorm Wind,50, ,0,0,10000,0,TX,CST-6,EG,32505,C,453,EWX,0,0,CoCoRaHS, , , ,1,ESE, , , ,30.37,-97.86, , ,281
193159,TRAVIS CO.,AUSTIN MABRY,9/12/2009,1310,Flash Flood, , ,0,0,0,0,TX,CST-6, ,33151,C,453,EWX,0,0,Emergency Manager,Heavy Rain, , ,4,N,5,N,AUSTIN MABRY,30.38,-97.78,30.39,-97.77,282
193171,TRAVIS CO.,AUSTIN MABRY,9/12/2009,1436,Flash Flood, , ,0,0,0,0,TX,CST-6, ,33151,C,453,EWX,0,0,Other Federal Agency,Heavy Rain, , ,4,N,3,N,AUSTIN MABRY,30.37,-97.78,30.37,-97.78,283
193173,TRAVIS CO.,FOUR PTS,9/12/2009,1735,Flash Flood, , ,0,0,0,0,TX,CST-6, ,33151,C,453,EWX,0,0,Unknown,Heavy Rain, , ,4,ENE,4,E,FOUR PTS,30.42,-97.79,30.41,-97.78,284
194242,TRAVIS CO.,WEST LAKE HILLS,9/22/2009,410,Flash Flood, , ,0,0,0,0,TX,CST-6, ,33381,C,453,EWX,0,0,Fire Department/Rescue,Heavy Rain, , ,1,W,4,N,AUSTIN MABRY,30.28,-97.81,30.37,-97.78,285
192515,TRAVIS CO.,NAMELESS,10/1/2009,2100,Hail,0.88, ,0,0,0,0,TX,CST-6, ,33026,C,453,EWX,0,0,CoCoRaHS, , , ,3,NNE, , , ,30.56,-97.89, , ,286
198344,TRAVIS CO.,LAKE TRAVIS,10/22/2009,1031,Flood, , ,0,0,500000,0,TX,CST-6, ,33570,C,453,EWX,0,0,Utility Company,Heavy Rain, , ,3,NNW,2,WSW,LAGO VISTA,30.47,-98.04,30.46,-98.02,287
222983,TRAVIS CO.,LAKE TRAVIS,4/23/2010,1728,Hail,1, ,0,0,0,0,TX,CST-6, ,38045,C,453,EWX,0,0,Trained Spotter, , , ,1,WSW, , , ,30.42,-98.05, , ,288
227059,TRAVIS CO.,MANSFIELD DAM,5/17/2010,1745,Hail,0.88, ,0,0,0,0,TX,CST-6, ,39102,C,453,EWX,0,0,Trained Spotter, , , ,2,SSW, , , ,30.31,-97.91, , ,289
239066,TRAVIS CO.,FISKVILLE,6/9/2010,334,Flash Flood, , ,0,0,0,0,TX,CST-6, ,40961,C,453,EWX,0,0,Emergency Manager,Heavy Rain, , ,3,WNW,4,N,AUSTIN MABRY,30.36,-97.75,30.38,-97.77,290
240888,TRAVIS CO.,AUSTIN,6/9/2010,354,Lightning, , ,0,0,600000,0,TX,CST-6, ,40961,C,453,EWX,0,0,Broadcast Media, , , ,8,NE, , , ,30.35,-97.65, , ,291
240884,TRAVIS CO.,DEL VALLE,6/29/2010,1600,Flash Flood, , ,0,0,0,0,TX,CST-6, ,41013,C,453,EWX,0,0,Fire Department/Rescue,Heavy Rain, , ,2,NNW,3,WSW,DAFFAN,30.25,-97.68,30.31,-97.66,292
256920,TRAVIS CO.,AUSTIN,8/24/2010,1715,Thunderstorm Wind,50, ,0,0,0,0,TX,CST-6,EG,42426,C,453,EWX,0,0,Broadcast Media, , , ,6,SE, , , ,30.21,-97.67, , ,293
260913,TRAVIS CO.,DEL VALLE,9/7/2010,837,Flash Flood, , ,0,0,0,0,TX,CST-6, ,42660,C,453,EWX,0,0,Department of Highways,Heavy Rain, , ,1,WSW,1,WSW,DEL VALLE,30.21,-97.69,30.22,-97.69,294
260925,TRAVIS CO.,VINSON,9/7/2010,1805,Flash Flood, , ,0,0,0,0,TX,CST-6, ,42660,C,453,EWX,0,0,Department of Highways,Heavy Rain, , ,1,SE,4,W,WEST LAKE HILLS,30.21,-97.77,30.28,-97.86,295
260926,TRAVIS CO.,THREE PT,9/7/2010,1820,Flash Flood, , ,0,0,0,0,TX,CST-6, ,42660,C,453,EWX,0,0,Public,Heavy Rain, , ,5,NNE,5,NE,THREE PT,30.52,-97.61,30.5,-97.59,296
260934,TRAVIS CO.,AUSTIN,9/7/2010,2045,Flash Flood, , ,0,0,0,0,TX,CST-6, ,42660,C,453,EWX,0,0,Law Enforcement,Heavy Rain, , ,0,N,1,W,BLUFF SPGS,30.27,-97.74,30.17,-97.79,297
260955,TRAVIS CO.,AUSTIN MABRY,9/7/2010,2300,Flash Flood, , ,1,0,0,0,TX,CST-6, ,42660,C,453,EWX,0,0,County Official,Heavy Rain, , ,3,NNW,2,NW,AUSTIN MABRY,30.36,-97.79,30.35,-97.79,298
260964,TRAVIS CO.,AUSTIN BIRDSNEST ARP,9/8/2010,346,Flash Flood, , ,0,0,0,0,TX,CST-6, ,42660,C,453,EWX,0,0,Department of Highways,Heavy Rain, , ,2,S,9,SE,GARFIELD,30.37,-97.56,30.08,-97.48,299
261043,TRAVIS CO.,JONESTOWN,9/8/2010,1400,Flash Flood, , ,0,0,0,0,TX,CST-6, ,42660,C,453,EWX,0,0,County Official,Heavy Rain, , ,2,SSE,3,ESE,JONESTOWN,30.48,-97.89,30.48,-97.85,300
270112,TRAVIS CO.,CELE,2/1/2011,315,Thunderstorm Wind,61, ,0,0,0,0,TX,CST-6,MG,46585,C,453,EWX,0,0,Storm Chaser, , , ,5,NW, , , ,30.48,-97.57, , ,301
277067,TRAVIS (ZONE), ,2/3/2011,2000,Winter Storm, , ,0,0,0,0,TX,CST-6, ,46768,Z,192,EWX,3,2,Law Enforcement, , , , , , , , , , , , ,302
281906,TRAVIS (ZONE), ,2/9/2011,538,Winter Weather, , ,0,0,0,0,TX,CST-6, ,46769,Z,192,EWX,0,0,Law Enforcement, , , , , , , , , , , , ,303
292089,TRAVIS CO.,WATERS ROCK,4/4/2011,645,Hail,0.75, ,0,0,0,0,TX,CST-6, ,48536,C,453,EWX,0,0,Trained Spotter, , , ,2,SW, , , ,30.4,-97.73, , ,304
292093,TRAVIS CO.,AUSTIN MABRY,4/11/2011,353,Hail,0.88, ,0,0,0,0,TX,CST-6, ,48537,C,453,EWX,0,0,Public, , , ,3,NNW, , , ,30.36,-97.78, , ,305
283642,TRAVIS CO.,MANOR,4/11/2011,405,Thunderstorm Wind,50, ,0,0,500,0,TX,CST-6,EG,48537,C,453,EWX,0,0,Public, , , ,2,NNW, , , ,30.35,-97.56, , ,306
285994,TRAVIS (ZONE), ,4/17/2011,1200,Wildfire, , ,0,0,2000000,0,TX,CST-6, ,48865,Z,192,EWX,0,0,Emergency Manager, , , , , , , , , , , , ,307
297966,TRAVIS CO.,BLUFF SPGS,5/12/2011,755,Hail,1, ,0,0,0,0,TX,CST-6, ,50337,C,453,EWX,0,0,Public, , , ,3,W, , , ,30.17,-97.82, , ,308
297982,TRAVIS CO.,AUSTIN MABRY,5/12/2011,837,Hail,0.75, ,0,0,0,0,TX,CST-6, ,50337,C,453,EWX,0,0,Public, , , ,2,NNE, , , ,30.35,-97.75, , ,309
298014,TRAVIS CO.,AUSTIN BIRDSNEST ARP,5/12/2011,908,Hail,0.88, ,0,0,0,0,TX,CST-6, ,50337,C,453,EWX,0,0,Storm Chaser, , , ,2,SSW, , , ,30.38,-97.58, , ,310
297993,TRAVIS CO.,WILLIAMSON,5/12/2011,908,Hail,0.88, ,0,0,0,0,TX,CST-6, ,50337,C,453,EWX,0,0,Storm Chaser, , , ,2,E, , , ,30.23,-97.62, , ,311
297996,TRAVIS CO.,AUSTIN BIRDSNEST ARP,5/12/2011,908,Thunderstorm Wind,52, ,0,0,0,0,TX,CST-6,EG,50337,C,453,EWX,0,0,Storm Chaser, , , ,2,SSW, , , ,30.38,-97.58, , ,312
298002,TRAVIS CO.,OAK HILL,5/12/2011,945,Thunderstorm Wind,50, ,0,0,0,0,TX,CST-6,EG,50337,C,453,EWX,0,0,Public, , , ,1,S, , , ,30.22,-97.85, , ,313
298013,TRAVIS CO.,DEL VALLE,5/12/2011,1135,Flash Flood, , ,0,0,0,0,TX,CST-6, ,50337,C,453,EWX,0,0,Department of Highways,Heavy Rain, , ,1,WSW,1,WSW,DEL VALLE,30.21,-97.69,30.22,-97.69,314
298189,TRAVIS CO.,BEECAVES,5/20/2011,1851,Hail,0.88, ,0,0,0,0,TX,CST-6, ,50375,C,453,EWX,0,0,Public, , , ,1,NW, , , ,30.31,-97.96, , ,315
298192,TRAVIS CO.,AUSTIN MABRY,5/20/2011,1910,Thunderstorm Wind,40, ,0,0,1000,0,TX,CST-6,EG,50375,C,453,EWX,0,0,Public, , , ,2,NE, , , ,30.34,-97.75, , ,316
298193,TRAVIS CO.,BEECAVES,5/20/2011,1911,Hail,0.75, ,0,0,0,0,TX,CST-6, ,50375,C,453,EWX,0,0,Trained Spotter, , , ,1,E, , , ,30.3,-97.93, , ,317
293699,TRAVIS CO.,FISKVILLE,5/25/2011,405,Hail,1, ,0,0,0,0,TX,CST-6, ,49975,C,453,EWX,0,0,CoCoRaHS, , , ,1,WNW, , , ,30.36,-97.72, , ,318
293698,TRAVIS CO.,FISKVILLE,5/25/2011,407,Hail,1.5, ,0,0,0,0,TX,CST-6, ,49975,C,453,EWX,0,0,Trained Spotter, , , ,1,WNW, , , ,30.36,-97.72, , ,319
349878,TRAVIS (ZONE), ,9/4/2011,1200,Wildfire, , ,0,0,6000000,0,TX,CST-6, ,58329,Z,192,EWX,0,0,State Official, , , , , , , , , , , , ,320
349874,TRAVIS (ZONE), ,9/4/2011,1200,Wildfire, , ,0,0,10000000,0,TX,CST-6, ,58326,Z,192,EWX,0,0,State Official, , , , , , , , , , , , ,321
349871,TRAVIS CO.,BEECAVES,9/18/2011,1725,Hail,0.88, ,0,0,0,0,TX,CST-6, ,57751,C,453,EWX,0,0,Trained Spotter, , , ,1,NW, , , ,30.31,-97.96, , ,322
355160,TRAVIS CO.,AUSTIN MABRY,1/24/2012,1045,Hail,0.88, ,0,0,0,0,TX,CST-6, ,59420,C,453,EWX,0,0,Trained Spotter, , , ,2,WNW, , , ,30.33,-97.81, , ,323
355161,TRAVIS CO.,WATERS ROCK,1/24/2012,1105,Hail,1.75, ,0,0,0,0,TX,CST-6, ,59420,C,453,EWX,0,0,Trained Spotter, , , ,3,SW, , , ,30.39,-97.73, , ,324
355177,TRAVIS CO.,DAFFAN,1/25/2012,258,Tornado, ,EF1,0,0,0,0,TX,CST-6, ,59420,C,453,EWX,0,0,NWS Storm Survey, ,1.11,50,2,W,2,WSW,SPRINKLE,30.32,-97.65,30.34,-97.66,325
355165,TRAVIS CO.,VINSON,1/25/2012,258,Flash Flood, , ,0,0,0,0,TX,CST-6, ,59420,C,453,EWX,0,0,Emergency Manager,Heavy Rain, , ,1,SE,1,NE,PLEASANT HILL,30.21,-97.77,30.21,-97.77,326
355178,TRAVIS CO.,DESSAU,1/25/2012,300,Thunderstorm Wind,52, ,0,0,0,0,TX,CST-6,EG,59420,C,453,EWX,0,0,NWS Storm Survey, , , ,0,NNE, , , ,30.41,-97.63, , ,327
355174,TRAVIS CO.,BLUFF SPGS,1/25/2012,535,Flash Flood, , ,0,0,0,0,TX,CST-6, ,59420,C,453,EWX,0,0,Emergency Manager,Heavy Rain, , ,2,E,2,ESE,BLUFF SPGS,30.17,-97.73,30.16,-97.74,328
357570,TRAVIS CO.,PLEASANT HILL,2/18/2012,315,Flash Flood, , ,0,0,0,0,TX,CST-6, ,59884,C,453,EWX,0,0,Emergency Manager,Heavy Rain, , ,1,W,2,SE,CEDAR VLY,30.2,-97.8,30.21,-97.93,329
368632,TRAVIS CO.,OAK HILL,3/9/2012,1114,Hail,0.88, ,0,0,0,0,TX,CST-6, ,61618,C,453,EWX,0,0,Broadcast Media, , , ,1,S, , , ,30.22,-97.85, , ,330
367896,TRAVIS CO.,OAK HILL,3/20/2012,107,Flash Flood, , ,0,0,0,0,TX,CST-6, ,60607,C,453,EWX,0,0,Emergency Manager,Heavy Rain, , ,1,WNW,1,NW,OAK HILL,30.23,-97.86,30.24,-97.86,331
371660,TRAVIS CO.,FISKVILLE,4/3/2012,1638,Hail,0.75, ,0,0,0,0,TX,CST-6, ,61620,C,453,EWX,0,0,CoCoRaHS, , , ,2,SSE, , , ,30.33,-97.69, , ,332
371661,TRAVIS CO.,FISKVILLE,4/3/2012,1650,Hail,0.75, ,0,0,0,0,TX,CST-6, ,61620,C,453,EWX,0,0,Trained Spotter, , , ,1,ESE, , , ,30.34,-97.68, , ,333
373773,TRAVIS CO.,WEST LAKE HILLS,5/6/2012,55,Hail,0.88, ,0,0,0,0,TX,CST-6, ,62470,C,453,EWX,0,0,CoCoRaHS, , , ,2,SSW, , , ,30.25,-97.81, , ,334
373774,TRAVIS CO.,WEST LAKE HILLS,5/6/2012,100,Hail,0.75, ,0,0,0,0,TX,CST-6, ,62470,C,453,EWX,0,0,COOP Observer, , , ,1,E, , , ,30.28,-97.79, , ,335
374544,TRAVIS CO.,WATERS ROCK,5/7/2012,1850,Thunderstorm Wind,52, ,0,0,0,0,TX,CST-6,EG,62473,C,453,EWX,0,0,Trained Spotter, , , ,3,WSW, , , ,30.4,-97.74, , ,336
376267,TRAVIS CO.,AUSTIN MABRY,5/10/2012,2230,Flash Flood, , ,0,0,0,0,TX,CST-6, ,62474,C,453,EWX,0,0,Department of Highways,Heavy Rain, , ,3,N,0,S,NORTH OAKS,30.36,-97.78,30.38,-97.68,337
394116,TRAVIS CO.,WEBBERVILLE,7/10/2012,636,Flash Flood, , ,0,0,0,0,TX,CST-6, ,65790,C,453,EWX,0,0,Public,Heavy Rain, , ,2,ENE,4,E,WEBBERVILLE,30.24,-97.48,30.23,-97.46,338
396561,TRAVIS CO.,OAK HILL,7/11/2012,1430,Flash Flood, , ,0,0,0,0,TX,CST-6, ,65790,C,453,EWX,0,0,Emergency Manager,Heavy Rain, , ,1,W,1,WNW,OAK HILL,30.23,-97.87,30.24,-97.87,339
397256,TRAVIS CO.,FOUR PTS,7/13/2012,1530,Thunderstorm Wind,50, ,0,0,0,0,TX,CST-6,EG,66118,C,453,EWX,0,0,Public, , , ,3,NE, , , ,30.43,-97.82, , ,340
397268,TRAVIS CO.,AUSTIN MABRY,7/15/2012,45,Flash Flood, , ,0,0,0,0,TX,CST-6, ,66118,C,453,EWX,0,0,Emergency Manager,Heavy Rain, , ,4,N,4,N,AUSTIN MABRY,30.38,-97.77,30.38,-97.77,341
397273,TRAVIS CO.,DODD CITY,7/15/2012,1625,Thunderstorm Wind,50, ,0,0,15000,0,TX,CST-6,EG,66118,C,453,EWX,0,0,Public, , , ,2,W, , , ,30.43,-97.94, , ,342
397293,TRAVIS CO.,MC NEIL,7/15/2012,1755,Flash Flood, , ,0,0,0,0,TX,CST-6, ,66118,C,453,EWX,0,0,Broadcast Media,Heavy Rain, , ,3,WSW,3,WSW,MC NEIL,30.43,-97.77,30.43,-97.76,343
397303,TRAVIS CO.,AUSTIN MABRY,7/15/2012,1908,Flash Flood, , ,0,0,0,0,TX,CST-6, ,66118,C,453,EWX,0,0,Broadcast Media,Heavy Rain, , ,1,ESE,3,WSW,DAFFAN,30.31,-97.75,30.3,-97.66,344
407346,TRAVIS CO.,JONESTOWN,9/13/2012,1711,Flash Flood, , ,0,0,100000,0,TX,CST-6, ,67884,C,453,EWX,0,0,Utility Company,Heavy Rain, , ,1,W,1,WNW,JONESTOWN,30.5,-97.91,30.5,-97.91,345
433188,TRAVIS (ZONE), ,2/25/2013,1330,High Wind,50, ,0,0,0,0,TX,CST-6,EG,71906,Z,192,EWX,0,0,Broadcast Media, , , , , , , , , , , , ,346
433194,TRAVIS (ZONE), ,2/25/2013,1510,High Wind,50, ,0,0,0,0,TX,CST-6,EG,71906,Z,192,EWX,0,0,Broadcast Media, , , , , , , , , , , , ,347
433235,TRAVIS (ZONE), ,2/25/2013,1655,High Wind,51, ,0,0,0,0,TX,CST-6,MG,71906,Z,192,EWX,0,0,AWOS, , , , , , , , , , , , ,348
433198,TRAVIS (ZONE), ,2/25/2013,1715,High Wind,56, ,0,0,0,0,TX,CST-6,EG,71906,Z,192,EWX,0,0,Storm Chaser, , , , , , , , , , , , ,349
434149,TRAVIS CO.,FOUR PTS,3/20/2013,140,Hail,1, ,0,0,0,0,TX,CST-6, ,72030,C,453,EWX,0,0,Trained Spotter, , , ,4,NE, , , ,30.45,-97.81, , ,350
434146,TRAVIS CO.,AUSTIN MABRY,3/20/2013,140,Hail,0.75, ,0,0,0,0,TX,CST-6, ,72030,C,453,EWX,0,0,COOP Observer, , , ,2,NW, , , ,30.34,-97.79, , ,351
434147,TRAVIS CO.,WATERS ROCK,3/20/2013,140,Hail,0.75, ,0,0,0,0,TX,CST-6, ,72030,C,453,EWX,0,0,Trained Spotter, , , ,3,SW, , , ,30.39,-97.74, , ,352
434148,TRAVIS CO.,MC NEIL,3/20/2013,140,Hail,0.75, ,0,0,0,0,TX,CST-6, ,72030,C,453,EWX,0,0,COOP Observer, , , ,4,SW, , , ,30.41,-97.77, , ,353
434143,TRAVIS CO.,WATERS ROCK,3/20/2013,145,Hail,1.5, ,0,0,0,0,TX,CST-6, ,72030,C,453,EWX,0,0,Trained Spotter, , , ,0,N, , , ,30.42,-97.7, , ,354
434141,TRAVIS CO.,LITTIG,3/20/2013,145,Hail,0.75, ,0,0,0,0,TX,CST-6, ,72030,C,453,EWX,0,0,Trained Spotter, , , ,3,NW, , , ,30.35,-97.49, , ,355
434142,TRAVIS CO.,NORTH OAKS,3/20/2013,145,Hail,1, ,0,0,0,0,TX,CST-6, ,72030,C,453,EWX,0,0,CoCoRaHS, , , ,1,SE, , , ,30.37,-97.67, , ,356
434135,TRAVIS CO.,PFLUGERVILLE,3/20/2013,153,Hail,1, ,0,0,0,0,TX,CST-6, ,72030,C,453,EWX,0,0,Trained Spotter, , , ,1,N, , , ,30.44,-97.62, , ,357
434134,TRAVIS CO.,DODD CITY,3/20/2013,154,Hail,1, ,0,0,0,0,TX,CST-6, ,72030,C,453,EWX,0,0,Trained Spotter, , , ,2,NW, , , ,30.45,-97.92, , ,358
434133,TRAVIS CO.,AUSTIN EXEC ARPK,3/20/2013,156,Hail,1.5, ,0,0,0,0,TX,CST-6, ,72030,C,453,EWX,0,0,Public, , , ,1,SW, , , ,30.41,-97.68, , ,359
436771,TRAVIS CO.,BEECAVES,4/2/2013,1555,Hail,0.88, ,0,0,0,0,TX,CST-6, ,72056,C,453,EWX,0,0,Trained Spotter, , , ,2,NNE, , , ,30.32,-97.94, , ,360
436774,TRAVIS CO.,OAK HILL,4/2/2013,1610,Thunderstorm Wind,67, ,0,0,0,0,TX,CST-6,MG,72056,C,453,EWX,0,0,Trained Spotter, , , ,2,W, , , ,30.23,-97.88, , ,361
436775,TRAVIS CO.,VINSON,4/2/2013,1615,Hail,0.75, ,0,0,0,0,TX,CST-6, ,72056,C,453,EWX,0,0,CoCoRaHS, , , ,2,WSW, , , ,30.21,-97.81, , ,362
441471,TRAVIS CO.,BEECAVES,4/29/2013,1400,Lightning, , ,0,3,0,0,TX,CST-6, ,72801,C,453,EWX,0,0,Broadcast Media, , , ,2,NNW, , , ,30.32,-97.96, , ,363
444667,TRAVIS CO.,VINSON,5/10/2013,1835,Hail,1, ,0,0,0,0,TX,CST-6, ,72781,C,453,EWX,0,0,CoCoRaHS, , , ,2,WSW, , , ,30.21,-97.81, , ,364
444669,TRAVIS CO.,OAK HILL,5/10/2013,1840,Hail,1, ,0,0,0,0,TX,CST-6, ,72781,C,453,EWX,0,0,Public, , , ,2,E, , , ,30.23,-97.82, , ,365
444671,TRAVIS CO.,VINSON,5/10/2013,1855,Flash Flood, , ,0,0,0,0,TX,CST-6, ,72781,C,453,EWX,0,0,Broadcast Media,Heavy Rain, , ,1,NNE,0,NNE,VINSON,30.23,-97.78,30.22,-97.78,366
444674,TRAVIS CO.,NORTH OAKS,5/10/2013,1920,Flash Flood, , ,0,0,0,0,TX,CST-6, ,72781,C,453,EWX,0,0,Broadcast Media,Heavy Rain, , ,1,WSW,1,NNW,FISKVILLE,30.37,-97.7,30.36,-97.7,367
444677,TRAVIS CO.,OAK HILL,5/10/2013,1948,Flash Flood, , ,0,0,0,0,TX,CST-6, ,72781,C,453,EWX,0,0,Broadcast Media,Heavy Rain, , ,1,W,2,W,OAK HILL,30.23,-97.87,30.23,-97.88,368
446901,TRAVIS CO.,CEDAR VLY,5/24/2013,1443,Flash Flood, , ,0,0,0,0,TX,CST-6, ,73848,C,453,EWX,0,0,Emergency Manager,Heavy Rain, , ,2,ESE,2,W,WATERS ROCK,30.21,-97.91,30.42,-97.74,369
471713,TRAVIS CO.,MC NEIL,7/26/2013,2258,Lightning, , ,0,0,130000,0,TX,CST-6, ,78133,C,453,EWX,0,0,Broadcast Media, , , ,4,SW, , , ,30.41,-97.76, , ,370
471715,TRAVIS CO.,DEL VALLE,7/26/2013,2300,Lightning, , ,0,0,50000,0,TX,CST-6, ,78133,C,453,EWX,0,0,Broadcast Media, , , ,0,NNE, , , ,30.23,-97.67, , ,371
470525,TRAVIS CO.,DEL VALLE,7/26/2013,2325,Thunderstorm Wind,51, ,0,0,0,0,TX,CST-6,MG,78133,C,453,EWX,0,0,ASOS, , , ,1,W, , , ,30.22,-97.69, , ,372
471716,TRAVIS CO.,NORTH OAKS,7/26/2013,2345,Lightning, , ,0,0,75000,0,TX,CST-6, ,78133,C,453,EWX,0,0,Broadcast Media, , , ,1,SSE, , , ,30.37,-97.67, , ,373
476044,TRAVIS CO., ,9/4/2013,1850,Thunderstorm Wind,50, ,0,0,0,0,TX,CST-6,EG,79359,C,453,EWX,0,0,Public, , , , , , , , , , , , ,374
475094,TRAVIS CO., ,9/20/2013,1345,Flash Flood, , ,0,0,0,0,TX,CST-6, ,79186,C,453,EWX,0,0,Emergency Manager,Heavy Rain, , , , , , , , , , , ,375
475106,TRAVIS CO., ,9/28/2013,2237,Flash Flood, , ,0,0,0,0,TX,CST-6, ,79195,C,453,EWX,0,0,Public,Heavy Rain, , , , , , , , , , , ,376
481171,TRAVIS CO.,CELE,10/12/2013,2345,Flash Flood, , ,0,0,0,0,TX,CST-6, ,79596,C,453,EWX,0,0,Public,Heavy Rain, , ,3,NW,1,S,AUSTIN BIRDSNEST ARP,30.46,-97.55,30.39,-97.57,377
